year,season,districtName,mandalName,crop,normalAreaSown,actualAreaSown
2018-2019,Rabi,Bhadradri Kothagudem,Palwancha,Sesamum,7,6
2018-2019,Rabi,Bhadradri Kothagudem,Burgampadu,Sesamum,21,13
2018-2019,Rabi,Bhadradri Kothagudem,Manuguru,Sesamum,2,0
2018-2019,Rabi,Bhadradri Kothagudem,Aswapuram,Sesamum,28,15
2018-2019,Rabi,Bhadradri Kothagudem,Karakagudem,Sesamum,3,1
2018-2019,Rabi,Bhadradri Kothagudem,Pinapaka,Sesamum,11,10
2018-2019,Rabi,Bhadradri Kothagudem,Dummugudem,Sesamum,33,18
2018-2019,Rabi,Bhadradri Kothagudem,Bhadrachalam,Sesamum,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Cherla,Sesamum,13,8
2018-2019,Rabi,Bhadradri Kothagudem,Yellandu,Sunflower,1,0
2018-2019,Rabi,Bhadradri Kothagudem,Allapalli,Sunflower,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Gundala,Sunflower,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Tekulapally,Sunflower,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Kothagudem,Sunflower,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Sujathanagar,Sunflower,1,0
2018-2019,Rabi,Bhadradri Kothagudem,Chunchupalli,Sunflower,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Laxmidevipalli,Sunflower,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Julurpadu,Sunflower,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Chandrugonda,Sunflower,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Annapureddipalli,Sunflower,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Dammapet,Sunflower,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Aswaraopet,Sunflower,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Mulkalapally,Sunflower,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Palwancha,Sunflower,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Burgampadu,Sunflower,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Manuguru,Sunflower,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Aswapuram,Sunflower,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Karakagudem,Sunflower,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Pinapaka,Sunflower,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Dummugudem,Sunflower,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Bhadrachalam,Sunflower,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Cherla,Sunflower,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Yellandu,Tobacco,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Allapalli,Tobacco,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Gundala,Tobacco,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Tekulapally,Tobacco,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Kothagudem,Tobacco,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Sujathanagar,Tobacco,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Chunchupalli,Tobacco,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Laxmidevipalli,Tobacco,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Julurpadu,Tobacco,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Chandrugonda,Tobacco,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Annapureddipalli,Tobacco,15,10
2018-2019,Rabi,Bhadradri Kothagudem,Dammapet,Tobacco,589,189
2018-2019,Rabi,Bhadradri Kothagudem,Aswaraopet,Tobacco,691,215
2018-2019,Rabi,Bhadradri Kothagudem,Mulkalapally,Tobacco,283,235
2018-2019,Rabi,Bhadradri Kothagudem,Palwancha,Tobacco,7,1
2018-2019,Rabi,Bhadradri Kothagudem,Burgampadu,Tobacco,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Manuguru,Tobacco,6,2
2018-2019,Rabi,Bhadradri Kothagudem,Aswapuram,Tobacco,0,0
2018-2019,Rabi,Bhadradri Kothagudem,Karakagudem,Tobacco,1,0
