year,season,districtName,mandalName,crop,normalAreaSown,actualAreaSown
2018-2019,Rabi,Rangareddy,Balapur,Horse Gram,0,0
2018-2019,Rabi,Rangareddy,Saroornagar,Horse Gram,0,0
2018-2019,Rabi,Rangareddy,Amangal,Horse Gram,63,15
2018-2019,Rabi,Rangareddy,Talakondapally,Horse Gram,39,6
2018-2019,Rabi,Rangareddy,Kadthal,Horse Gram,34,19
2018-2019,Rabi,Rangareddy,Kandukur,Horse Gram,19,0
2018-2019,Rabi,Rangareddy,Maheshwaram,Horse Gram,6,2
2018-2019,Rabi,Rangareddy,Serilingampally,Horse Gram,0,0
2018-2019,Rabi,Rangareddy,Gandipet,Horse Gram,0,0
2018-2019,Rabi,Rangareddy,Rajendranagar,Horse Gram,0,0
2018-2019,Rabi,Rangareddy,Shamshabad,Horse Gram,0,0
2018-2019,Rabi,Rangareddy,Keshampet,Horse Gram,7,1
2018-2019,Rabi,Rangareddy,Kothur,Horse Gram,3,1
2018-2019,Rabi,Rangareddy,Nandigam,Horse Gram,0,0
2018-2019,Rabi,Rangareddy,Farooqnagar,Horse Gram,1,0
2018-2019,Rabi,Rangareddy,Kondurg,Horse Gram,2,0
2018-2019,Rabi,Rangareddy,Chowdergudem,Horse Gram,0,0
2018-2019,Rabi,Rangareddy,Shankarpally,Green Gram,0,0
2018-2019,Rabi,Rangareddy,Moinabad,Green Gram,0,0
2018-2019,Rabi,Rangareddy,Chevella,Green Gram,0,0
2018-2019,Rabi,Rangareddy,Shabad,Green Gram,0,0
2018-2019,Rabi,Rangareddy,Hayathnagar,Green Gram,0,0
2018-2019,Rabi,Rangareddy,Abdullapurmet,Green Gram,0,0
2018-2019,Rabi,Rangareddy,Ibrahimpatnam,Green Gram,0,0
2018-2019,Rabi,Rangareddy,Manchal,Green Gram,0,0
2018-2019,Rabi,Rangareddy,Yacharam,Green Gram,5,0
2018-2019,Rabi,Rangareddy,Madgul,Green Gram,0,0
2018-2019,Rabi,Rangareddy,Balapur,Green Gram,0,0
2018-2019,Rabi,Rangareddy,Saroornagar,Green Gram,0,0
2018-2019,Rabi,Rangareddy,Amangal,Green Gram,0,0
2018-2019,Rabi,Rangareddy,Talakondapally,Green Gram,0,0
2018-2019,Rabi,Rangareddy,Kadthal,Green Gram,0,0
2018-2019,Rabi,Rangareddy,Kandukur,Green Gram,0,0
2018-2019,Rabi,Rangareddy,Maheshwaram,Green Gram,0,0
2018-2019,Rabi,Rangareddy,Serilingampally,Green Gram,0,0
2018-2019,Rabi,Rangareddy,Gandipet,Green Gram,0,0
2018-2019,Rabi,Rangareddy,Rajendranagar,Green Gram,0,0
2018-2019,Rabi,Rangareddy,Shamshabad,Green Gram,0,0
2018-2019,Rabi,Rangareddy,Keshampet,Green Gram,0,0
